name,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,killed_by
10182,1249,22,3,436,1,0,1300,1,1,566,1,5,1
9109,1248,23,3,234,10,0,1299,1,1,272,9,5,1
6698,1247,18,3,332,14,0,1298,1,3,399,13,5,1
1486,1246,22,3,194,12,0,1297,1,3,225,11,5,1
2787,1246,21,3,194,12,0,1297,1,3,225,11,5,1
8753,1245,23,3,77,12,0,1296,1,3,83,11,5,1
7495,1245,21,3,77,12,0,1296,1,3,225,11,5,1
4035,1245,25,3,77,12,0,1296,1,3,225,11,5,1
5311,1244,27,3,77,12,0,1295,1,3,83,11,5,1
1844,1244,19,3,77,12,0,1295,1,1,83,11,5,1
10247,1244,20,3,77,12,0,1295,1,1,83,11,5,1
10878,1244,16,3,77,12,0,1295,1,1,83,11,5,1
4113,1244,29,3,155,3,0,1295,1,1,178,3,5,1
9673,1244,30,3,155,3,0,1295,1,1,178,3,5,1
3296,1244,27,3,155,3,0,1295,1,1,178,3,5,1
9515,1244,25,3,155,3,0,1295,1,1,178,3,5,1
2498,1244,27,3,155,3,0,1295,1,1,178,3,5,1
8499,1244,36,3,155,3,0,1295,1,1,178,3,5,1
1067,1243,30,3,466,1,0,1294,1,3,555,1,5,1
5666,1243,18,3,466,1,0,1294,1,1,555,1,5,1
7523,1243,21,3,466,1,0,1294,1,1,555,1,5,1
10735,1243,24,3,466,1,0,1294,1,3,555,1,5,1
1391,1242,38,3,25,11,2,1293,1,1,156,10,5,1
7365,1241,16,3,25,11,2,1292,1,3,156,10,5,1
6453,1240,16,3,335,15,2,1291,1,1,404,14,5,1
10869,1239,21,3,54,11,2,1290,1,1,56,10,5,1
2561,1239,23,3,176,6,2,1290,1,3,202,5,5,1
8867,1238,18,3,217,3,0,1288,1,1,178,3,5,1
3680,1237,20,3,254,10,0,1287,1,3,178,3,5,1
10062,1237,24,3,254,10,0,1287,1,3,399,13,5,1
7939,1237,23,3,254,10,0,1287,1,3,532,3,5,1
6436,1237,19,3,254,10,0,1287,1,3,178,3,5,1
7488,1237,24,3,491,10,0,1287,1,3,575,9,5,1
8214,1237,18,3,254,10,0,1287,1,3,178,3,5,1
5826,1237,23,3,254,10,0,1287,1,3,525,1,5,1
10319,1237,15,3,197,8,2,1289,1,1,232,7,5,1
3422,1237,25,3,491,10,0,1287,1,3,575,9,5,1
7018,1237,24,3,491,10,0,1287,1,3,59,9,5,1
6363,1237,30,3,491,10,0,1287,1,3,575,9,5,1
10689,1236,11,3,77,12,0,1286,1,1,83,11,5,1
9603,1236,8,3,77,12,0,1286,0,1,83,11,5,1
5750,1236,8,3,77,12,0,1286,1,1,83,11,5,1
3219,1235,41,3,203,3,0,1285,1,1,239,3,5,1
7343,1234,20,3,287,7,1,1284,1,3,88,11,5,1
629,1234,30,3,197,8,2,1284,1,1,232,7,5,1
7916,1234,21,3,197,8,2,1284,1,1,232,7,5,1
694,1234,45,3,197,8,2,1301,1,1,232,7,5,1
5066,1234,17,3,287,7,1,1284,1,3,224,11,5,1
10188,1233,22,3,354,18,2,1283,1,3,251,7,5,1
3576,1233,15,3,217,3,0,1283,1,3,224,11,5,1
7884,1233,17,3,217,3,0,1283,1,3,224,11,5,1
534,1232,20,3,155,3,0,1282,1,3,178,3,5,1
9446,1232,21,3,155,3,0,1286,1,3,178,3,5,1
10656,1231,21,3,155,3,0,1281,1,3,178,3,5,1
9699,1230,23,3,491,10,0,1280,1,3,575,9,5,1
955,1230,26,3,491,10,0,1280,1,3,272,9,5,1
8128,1230,38,3,25,11,2,1280,1,3,156,10,5,1
3111,1230,10,3,77,12,0,1280,1,1,83,11,5,1
299,1230,14,3,77,12,0,1280,1,1,83,11,5,1
6588,1230,22,3,491,10,0,1280,1,3,272,9,5,1
6894,1229,21,3,466,1,0,1279,1,1,555,1,5,1
4604,1229,22,3,466,1,0,1279,1,1,555,1,5,1
749,1229,28,3,466,1,0,1279,1,1,555,1,5,1
6484,1229,34,3,466,1,0,1279,1,1,555,1,5,1
1464,1229,22,3,466,1,0,1279,1,1,555,1,5,1
4,1229,22,3,466,1,0,1279,1,1,555,1,5,1
8330,1228,17,3,400,3,0,1278,1,1,525,1,5,1
5801,1227,25,3,223,8,2,1277,1,3,259,7,5,1
8358,1227,15,3,223,8,2,1277,1,1,259,7,5,1
7622,1226,21,3,0,10,0,1276,1,3,59,9,5,1
1257,1226,30,3,0,10,0,1276,1,3,13,9,5,1
9184,1226,69,3,0,10,0,1276,0,1,13,9,5,1
4184,1226,39,3,0,10,0,1276,1,1,59,9,5,1
7798,1226,26,3,0,10,0,1276,1,3,13,9,5,1
1675,1226,18,3,0,10,0,1276,1,3,13,9,5,1
9560,1226,27,3,0,10,0,1285,1,1,13,9,5,1
4456,1225,23,3,146,12,0,1275,1,1,83,11,5,1
3094,1225,23,3,155,3,0,1275,1,3,178,3,5,1
6879,1225,25,3,125,1,0,1275,1,1,399,13,5,1
7519,1225,18,3,155,3,0,1275,1,3,178,3,5,1
6146,1224,24,3,330,14,0,1273,1,1,397,13,5,1
4001,1224,32,3,330,14,0,1273,1,1,397,13,5,1
6546,1223,15,3,15,15,2,1274,1,1,387,14,5,1
8631,1223,34,3,281,11,2,1272,1,1,335,10,5,1
4997,1222,18,3,82,12,0,1271,1,3,88,11,5,1
9101,1222,22,3,82,12,0,1271,1,3,88,11,5,1
10698,1221,23,3,82,12,0,1270,1,3,178,3,5,1
10112,1221,19,3,82,12,0,1270,1,3,225,11,5,1
4915,1220,19,3,394,0,2,1269,1,1,269,0,1,1
1208,1220,31,3,155,3,0,1269,1,2,532,3,5,1
5265,1220,49,3,155,3,0,1269,1,2,532,3,5,1
9780,1220,33,3,234,10,0,1269,1,3,272,9,5,1
5551,1220,26,3,234,10,0,1269,1,3,272,9,5,1
1608,1220,21,3,155,3,0,1269,1,2,532,3,5,1
7380,1219,19,3,82,12,0,1268,1,3,88,11,5,1
7931,1219,19,3,82,12,0,1268,1,3,88,11,5,1
6857,1219,20,3,77,12,0,1268,1,3,225,11,5,1
79,1219,21,3,77,12,0,1268,1,3,83,11,5,1
6538,1218,24,3,140,18,2,1266,1,3,251,7,5,1
2259,1218,21,1,466,1,0,1266,1,1,515,6,5,2
5765,1217,21,3,197,8,2,1265,1,1,379,7,5,1
1191,1216,17,3,466,1,0,1264,1,1,525,1,5,1
1658,1216,17,3,466,1,0,1264,1,1,525,1,5,1
816,1216,23,3,466,1,0,1264,1,3,555,1,5,1
7489,1216,18,3,466,1,0,1264,1,1,525,1,5,1
7244,1216,21,3,466,1,0,1264,1,3,555,1,5,1
5825,1216,21,3,466,1,0,1264,1,3,555,1,5,1
5561,1216,21,3,466,1,0,1264,1,3,555,1,5,1
6988,1216,37,3,466,1,0,1264,1,3,555,1,5,1
1926,1216,20,3,466,1,0,1264,1,3,555,1,5,1
7302,1216,22,3,466,1,0,1264,1,3,555,1,5,1
1821,1216,22,3,466,1,0,1264,1,3,555,1,5,1
1431,1215,15,3,176,6,2,1263,1,1,202,5,5,1
6536,1214,22,3,198,8,2,1262,1,3,233,7,5,1
9536,1213,47,3,479,1,0,1261,1,1,566,1,5,1
685,1213,18,3,479,1,0,1261,1,1,566,1,5,1
11027,1213,43,3,234,10,0,1261,1,1,399,13,5,1
4726,1213,25,3,479,1,0,1261,1,1,566,1,5,1
8648,1213,21,3,234,10,0,1261,1,3,399,13,5,1
9261,1213,44,3,479,1,0,1261,1,1,566,1,5,1
6666,1213,21,3,234,10,0,1261,1,1,397,13,5,1
3519,1212,28,3,281,11,2,1260,1,1,335,10,5,1
10807,1211,20,3,155,3,0,1259,1,3,178,3,5,1
4026,1211,23,3,234,10,0,1259,1,3,272,9,5,1
847,1211,21,3,155,3,0,1259,1,3,178,3,5,1
1484,1211,18,3,155,3,0,1259,1,1,178,3,5,1
10802,1211,18,3,155,3,0,1259,1,1,178,3,5,1
8061,1211,33,3,155,3,0,1259,1,1,178,3,5,1
761,1211,23,3,155,3,0,1267,1,3,178,3,5,1
5467,1211,23,3,234,10,0,1259,1,3,272,9,5,1
3957,1211,23,3,155,3,0,1259,1,1,178,3,5,1
9633,1211,9,3,155,3,0,1259,1,1,178,3,5,1
9498,1211,29,3,155,3,0,1259,1,1,178,3,5,1
2924,1211,24,3,234,10,0,1259,1,3,272,9,5,1
4059,1210,36,3,155,3,0,1258,1,1,178,3,5,1
10948,1210,28,3,155,3,0,1259,1,1,178,3,5,1
9706,1209,25,3,168,6,2,1257,1,1,194,5,5,1
1483,1208,20,3,234,10,0,1256,1,3,272,9,5,1
9979,1208,17,3,234,10,0,1256,1,3,272,9,5,1
5183,1208,20,3,234,10,0,1256,1,3,272,9,5,1
1351,1208,20,3,234,10,0,1256,1,3,272,9,5,1
4213,1208,25,3,223,8,2,1256,1,3,259,7,5,1
11028,1208,24,3,223,8,2,1256,1,3,222,7,5,1
10536,1207,27,3,321,13,2,1255,1,3,385,12,5,1
6382,1207,31,3,354,18,2,1255,1,1,46,17,5,1
7061,1206,23,3,256,10,0,1254,1,3,178,3,5,1
3975,1205,17,3,390,6,2,1253,1,1,469,5,5,1
4988,1204,20,3,193,12,0,1252,1,3,225,11,5,1
10674,1204,72,3,176,6,2,1252,1,1,202,5,5,1
6652,1203,21,3,198,8,2,1251,1,3,233,7,5,1
8841,1202,25,3,281,11,2,1250,1,1,335,10,5,1
1878,1201,14,3,82,12,0,1249,1,1,225,11,5,1
10913,1201,13,3,82,12,0,1249,1,1,225,11,5,1
3083,1201,22,3,235,10,0,1249,1,2,273,9,5,1
5565,1200,23,3,193,12,0,1248,1,1,224,11,5,1
1280,1200,21,3,193,12,0,1248,1,1,224,11,5,1
1260,1199,23,3,335,15,2,1247,1,1,46,17,5,1
6824,1199,18,3,223,8,2,1247,1,1,259,7,5,1
248,1199,18,3,381,14,0,1247,1,3,272,9,5,1
6599,1199,20,3,381,14,0,1247,1,3,397,13,5,1
8421,1198,36,1,362,7,1,1246,1,1,207,6,5,2
729,1197,30,3,155,3,0,1245,1,3,178,3,5,1
5764,1197,24,3,445,19,2,1245,1,3,152,2,5,1
5955,1197,21,3,445,19,2,1245,1,3,152,2,5,1
6847,1197,30,3,155,3,0,1245,1,3,178,3,5,1
9805,1197,19,3,155,3,0,1245,1,3,178,3,5,1
473,1197,37,3,155,3,0,1245,1,3,178,3,5,1
9249,1197,25,3,155,3,0,1245,1,3,178,3,5,1
8643,1196,30,3,155,3,0,1244,1,1,178,3,5,1
485,1196,29,3,155,3,0,1244,1,1,178,3,5,1
9152,1195,28,3,82,12,0,1243,1,1,88,11,5,1
5920,1194,33,3,193,12,0,1242,1,3,178,3,5,1
5542,1194,23,3,193,12,0,1242,1,3,397,13,5,1
6757,1194,31,3,193,12,0,1242,1,3,224,11,5,1
167,1194,23,3,193,12,0,1242,1,3,178,3,5,1
3570,1194,15,3,155,3,0,1242,1,1,178,3,5,1
9824,1194,32,1,362,7,1,1242,0,1,436,6,5,2
621,1193,20,3,155,3,0,1241,1,1,178,3,5,1
4315,1193,31,3,155,3,0,1241,1,1,178,3,5,1
7716,1193,23,3,155,3,0,1241,1,2,178,3,5,1
1005,1193,34,3,155,3,0,1241,1,1,178,3,5,1
4795,1193,50,3,155,3,0,1241,1,1,178,3,5,1
7037,1193,16,3,155,3,0,1241,1,1,178,3,5,1
4593,1193,17,3,155,3,0,1241,1,1,178,3,5,1
8304,1193,63,3,155,3,0,1241,1,1,178,3,5,1
273,1193,56,3,155,3,0,1241,1,1,178,3,5,1
4883,1193,17,3,155,3,0,1241,1,1,178,3,5,1
3659,1193,16,3,82,12,0,1249,1,1,88,11,5,1
9448,1193,29,3,155,3,0,1241,1,2,178,3,5,1
3913,1192,17,3,194,12,0,1240,1,1,225,11,5,1
6358,1192,16,3,77,12,0,1240,1,1,88,11,5,1
9533,1192,19,3,77,12,0,1240,1,1,88,11,5,1
5496,1192,15,3,77,12,0,1240,1,1,576,11,5,1
10412,1191,21,3,155,3,0,1239,1,3,178,3,5,1
9334,1191,29,3,155,3,0,1239,1,3,178,3,5,1
1870,1191,20,3,155,3,0,1239,1,3,178,3,5,1
1885,1191,23,3,155,3,0,1239,1,3,178,3,5,1
3910,1191,25,3,155,3,0,1239,1,1,178,3,5,1
912,1191,29,3,155,3,0,1239,1,1,178,3,5,1
7750,1191,38,3,155,3,0,1239,1,1,178,3,5,1
21,1191,62,3,155,3,0,1242,1,1,178,3,5,1
10058,1190,38,3,155,3,0,1238,1,1,178,3,5,1
1053,1190,33,3,155,3,0,1245,1,3,178,3,5,1
7540,1190,14,3,234,10,0,1238,1,1,272,9,5,1
10877,1190,17,3,234,10,0,1238,1,1,272,9,5,1
394,1190,21,3,155,3,0,1238,1,3,178,3,5,1
2057,1190,40,3,155,3,0,1243,0,1,178,3,5,1
5434,1189,21,3,330,14,0,1237,1,3,397,13,10,1
6576,1189,25,3,193,12,0,1237,1,3,225,11,5,1
8843,1189,29,3,193,12,0,1237,1,3,225,11,5,1
3644,1189,24,3,330,14,0,1237,1,3,397,13,10,1
8094,1189,33,3,330,14,0,1237,1,3,397,13,10,1
8492,1188,38,3,217,3,0,1236,1,1,178,3,5,1
10237,1187,35,3,396,7,1,1235,1,1,81,2,11,0
5202,1186,18,3,375,8,2,1234,1,3,453,7,5,1
1497,1186,19,3,375,8,2,1234,1,1,453,7,5,1
5477,1186,26,3,375,8,2,1234,1,3,453,7,5,1
5446,1185,21,3,400,3,0,1233,1,1,88,11,5,1
212,1184,27,3,466,1,0,1232,1,3,178,3,5,1
9216,1184,21,3,466,1,0,1232,1,3,178,3,5,1
7443,1184,22,3,466,1,0,1232,1,3,525,1,5,1
2078,1183,20,3,281,11,2,1230,1,3,335,10,5,1
4987,1183,44,3,193,12,0,1230,1,1,178,3,5,1
249,1183,15,3,118,15,2,1230,1,1,131,14,5,1
3072,1183,25,3,281,11,2,1230,1,3,335,10,5,1
5735,1182,23,3,197,8,2,1229,1,1,432,7,5,1
6779,1182,20,3,197,8,2,1229,1,1,233,7,5,1
5546,1182,20,3,197,8,2,1229,1,1,233,7,5,1
2847,1182,17,3,197,8,2,1229,0,1,233,7,5,1
7408,1182,25,3,223,8,2,1229,1,1,259,7,5,1
2352,1181,25,3,197,8,2,1228,1,1,232,7,5,1
3351,1180,22,3,193,12,0,1227,1,3,225,11,5,1
161,1179,28,3,199,9,2,1225,1,1,424,5,5,1
8770,1178,24,3,77,12,0,1224,1,3,83,11,5,1
1625,1177,16,3,197,8,2,1223,1,1,232,7,5,1
3431,1176,21,3,198,8,2,1222,1,3,233,7,5,1
6713,1176,15,3,413,19,2,1222,1,1,494,19,5,1
9154,1176,16,3,82,12,0,1223,1,1,224,11,5,1
7686,1175,23,3,281,11,2,1221,1,3,335,10,5,1
641,1175,24,3,281,11,2,1221,1,3,335,10,5,1
3088,1174,20,3,14,11,2,1220,1,3,43,10,5,1
6887,1174,17,3,2,15,2,1220,1,3,12,14,5,1
6618,1173,17,3,400,3,0,1219,1,3,272,9,5,1
6911,1172,31,3,198,8,2,1218,1,1,233,7,5,1
2332,1172,28,3,198,8,2,1218,1,3,233,7,5,1
625,1172,28,3,198,8,2,1218,1,1,233,7,5,1
850,1171,52,3,281,11,2,1217,1,1,335,10,5,1
3041,1170,42,1,61,0,2,1216,1,1,64,0,11,2
5643,1169,20,3,197,8,2,1215,1,1,233,7,5,1
7509,1168,24,3,155,3,0,1214,1,3,178,3,5,1
5087,1167,31,3,335,15,2,1213,1,1,404,14,5,1
6472,1167,33,3,335,15,2,1213,1,1,156,10,5,1
781,1166,21,3,281,11,2,1212,1,3,335,10,5,1
4861,1166,24,3,404,18,2,1212,1,1,484,17,5,1
10341,1166,20,3,281,11,2,1212,1,3,335,10,5,1
10026,1166,16,3,318,19,2,1212,1,1,242,19,5,1
4650,1165,26,1,138,7,1,1211,1,1,154,6,3,2
3035,1165,32,1,138,7,1,1211,1,1,154,6,3,2
6127,1165,27,1,138,7,1,1211,1,1,154,6,3,2
3075,1164,17,3,403,18,2,1210,1,1,483,17,5,1
5876,1163,16,3,155,3,0,1209,1,1,143,1,5,1
7698,1162,32,3,281,11,2,1206,1,3,335,10,5,1
451,1161,10,3,4,19,2,1207,0,1,29,19,5,1
7856,1160,21,3,400,3,0,1205,1,3,88,11,5,1
4990,1160,18,3,400,3,0,1205,1,3,225,11,5,1
4792,1159,29,3,335,15,2,1204,1,1,445,2,5,1
574,1159,16,3,335,15,2,1204,1,1,34,7,5,1
10819,1159,24,3,335,15,2,1204,1,1,58,5,5,1
5280,1159,36,3,335,15,2,1204,1,1,404,14,5,1
4062,1158,23,3,402,17,2,1202,1,3,432,7,5,1
9291,1158,22,3,402,17,2,1202,1,3,482,16,5,1
6594,1157,23,3,30,18,2,1201,1,1,427,17,5,1
8834,1157,27,3,53,11,2,1201,1,1,56,10,5,1
2976,1157,14,3,148,18,2,1201,0,1,483,17,5,1
2083,1156,19,3,281,11,2,1200,1,3,335,10,5,1
10380,1155,28,3,214,16,2,1199,1,1,254,15,5,1
6549,1155,27,3,25,11,2,1199,1,1,156,10,5,1
4938,1155,32,3,25,11,2,1201,1,1,156,10,5,1
565,1154,17,3,217,3,0,1198,1,3,178,3,5,1
3592,1154,20,3,330,14,0,1203,1,1,272,9,5,1
5715,1153,24,3,403,18,2,1197,1,1,483,17,5,1
4822,1152,14,3,14,11,2,1196,1,1,43,10,5,1
2657,1151,22,3,176,6,2,1195,1,3,202,5,5,1
9664,1150,17,3,91,11,2,1194,1,3,98,10,5,1
5081,1149,52,3,316,8,2,1193,0,1,379,7,5,1
135,1149,31,3,316,8,2,1193,1,3,379,7,5,1
1587,1148,19,3,82,12,0,1192,1,3,88,11,5,1
10406,1148,27,3,155,3,0,1192,1,1,178,3,5,1
5148,1148,29,3,155,3,0,1192,1,3,178,3,5,1
2464,1148,25,3,155,3,0,1192,1,3,178,3,5,1
172,1147,8,3,193,12,0,1191,1,1,224,11,5,1
2504,1147,21,3,193,12,0,1191,1,3,224,11,5,1
2228,1146,24,3,194,12,0,1190,1,3,88,11,5,1
3060,1146,41,3,77,12,0,1190,1,3,225,11,5,1
1535,1146,32,3,77,12,0,1190,1,3,224,11,5,1
5663,1146,29,3,77,12,0,1190,1,3,83,11,5,1
562,1146,20,3,82,12,0,1190,1,3,225,11,5,1
8138,1146,17,3,193,12,0,1190,1,3,224,11,5,1
7134,1146,19,3,82,12,0,1190,1,1,88,11,5,1
7827,1145,33,3,82,12,0,1189,1,3,88,11,5,1
3117,1145,25,3,198,8,2,1189,1,3,233,7,5,1
4404,1145,44,3,82,12,0,1189,0,1,88,11,5,1
9487,1145,22,3,193,12,0,1189,1,3,178,3,5,1
1583,1144,19,3,193,12,0,1188,1,3,224,11,5,1
9083,1144,73,3,155,3,0,1188,0,1,178,3,5,1
2478,1144,26,3,155,3,0,1188,1,3,178,3,5,1
10508,1144,43,1,362,7,1,1189,1,1,436,6,5,2
8755,1143,15,3,199,9,2,1187,1,1,546,8,5,1
290,1143,27,3,155,3,0,1187,1,3,178,3,5,1
2647,1143,25,3,155,3,0,1187,1,3,178,3,5,1
8593,1142,72,3,155,3,0,1186,1,1,178,3,5,1
7492,1141,19,3,82,12,0,1185,1,1,88,11,5,1
10251,1141,16,3,82,12,0,1185,1,1,88,11,5,1
9156,1141,20,3,492,12,0,1185,1,1,576,11,5,1
10186,1140,18,3,321,13,2,1184,1,3,385,12,5,1
3253,1139,57,1,362,7,1,1182,0,1,436,6,5,2
7429,1139,25,3,25,11,2,1183,1,1,156,10,5,1
2573,1138,25,3,25,11,2,1181,1,3,156,10,5,1
7835,1137,14,3,82,12,0,1180,1,1,88,11,5,1
9170,1136,44,3,77,12,0,1178,0,1,83,11,5,1
9575,1136,33,3,77,12,0,1178,0,1,83,11,5,1
5441,1136,55,3,77,12,0,1178,1,1,83,11,5,1
5600,1136,10,3,77,12,0,1178,1,1,83,11,5,1
6079,1136,26,3,77,12,0,1178,0,1,83,11,5,1
9094,1136,9,3,77,12,0,1178,1,1,83,11,5,1
7387,1136,15,3,77,12,0,1178,1,1,83,11,5,1
5480,1136,16,3,77,12,0,1178,1,1,83,11,5,1
5960,1136,29,3,77,12,0,1178,0,1,83,11,5,1
5782,1136,28,3,493,8,2,1178,1,1,578,7,5,1
3269,1136,16,3,77,12,0,1178,0,1,83,11,5,1
8224,1136,57,3,77,12,0,1178,0,1,83,11,5,1
8298,1136,33,3,77,12,0,1178,0,1,83,11,5,1
3264,1136,84,3,77,12,0,1178,0,1,83,11,5,1
5984,1136,3,3,77,12,0,1178,0,1,83,11,5,1
9555,1136,26,3,77,12,0,1178,1,1,83,11,5,1
9588,1136,45,3,77,12,0,1178,1,1,83,11,5,1
7347,1136,29,3,77,12,0,1178,1,1,83,11,5,1
2704,1136,40,3,77,12,0,1179,1,1,83,11,5,1
871,1136,19,3,77,12,0,1178,1,1,83,11,5,1
10031,1136,29,3,493,8,2,1178,1,3,578,7,5,1
4718,1136,24,3,194,12,0,1178,1,3,88,11,5,1
1854,1136,30,3,155,3,0,1178,1,2,178,3,5,1
8305,1136,16,3,193,12,0,1178,1,1,224,11,5,1
8872,1136,23,3,155,3,0,1178,1,2,178,3,5,1
650,1136,31,3,493,8,2,1178,1,1,578,7,5,1
9396,1136,25,3,493,8,2,1178,1,1,578,7,5,1
2497,1136,32,3,493,8,2,1178,1,1,578,7,5,1
5724,1135,23,3,82,12,0,1177,1,3,88,11,5,1
274,1135,19,3,193,12,0,1177,1,3,224,11,5,1
8085,1135,45,3,193,12,0,1177,0,1,224,11,5,1
8668,1135,22,3,82,12,0,1177,1,3,532,3,5,1
3603,1135,22,3,82,12,0,1177,1,3,224,11,5,1
8031,1135,20,3,82,12,0,1177,1,3,88,11,5,1
2550,1135,24,3,82,12,0,1177,1,3,178,3,5,1
8483,1135,29,3,82,12,0,1177,1,3,178,3,5,1
635,1134,24,3,82,12,0,1176,1,3,532,3,5,1
8116,1134,24,3,193,12,0,1185,0,1,88,11,5,1
5640,1134,17,3,193,12,0,1180,1,1,178,3,5,1
8862,1134,16,3,193,12,0,1176,1,1,225,11,5,1
8497,1134,19,3,193,12,0,1176,1,3,224,11,5,1
1815,1134,24,3,193,12,0,1176,1,3,178,3,5,1
5562,1134,26,3,155,3,0,1176,1,3,178,3,5,1
5476,1133,23,3,32,12,0,1175,1,3,83,11,5,1
4067,1133,27,3,77,12,0,1175,1,3,178,3,5,1
8671,1133,31,3,155,3,0,1175,1,3,224,11,5,1
6632,1133,19,3,77,12,0,1176,1,1,88,11,5,1
910,1133,32,3,82,12,0,1175,1,3,225,11,5,1
829,1132,17,3,77,12,0,1174,1,3,532,3,5,1
8653,1132,32,3,193,12,0,1174,1,1,224,11,5,1
741,1132,24,3,193,12,0,1174,1,3,224,11,5,1
4733,1132,30,3,193,12,0,1174,1,1,225,11,5,1
1105,1132,27,3,193,12,0,1174,1,3,224,11,5,1
6094,1132,25,3,77,12,0,1174,1,1,83,11,5,1
10403,1132,13,3,77,12,0,1174,0,1,83,11,5,1
6027,1132,48,3,77,12,0,1174,1,1,83,11,5,1
5419,1132,32,3,155,3,0,1174,1,3,178,3,5,1
6895,1132,15,3,193,12,0,1174,1,3,178,3,5,1
5586,1131,19,3,77,12,0,1173,1,3,225,11,5,1
4313,1131,16,3,54,11,2,1173,1,1,56,10,5,1
1721,1131,34,3,330,14,0,1173,1,3,397,13,5,1
631,1131,24,3,77,12,0,1191,1,3,532,3,5,1
250,1131,17,3,98,0,2,1173,1,3,108,0,5,1
10250,1131,27,3,98,0,2,1173,1,3,108,0,5,1
3256,1131,83,3,98,0,2,1175,0,1,108,0,5,1
3678,1131,17,3,77,12,0,1173,1,1,88,11,5,1
4258,1131,17,3,77,12,0,1174,1,1,83,11,5,1
1952,1131,16,3,77,12,0,1173,1,1,83,11,5,1
8942,1131,45,3,77,12,0,1173,0,1,88,11,5,1
4407,1131,44,3,77,12,0,1173,0,1,83,11,5,1
3611,1131,17,3,77,12,0,1173,1,1,83,11,5,1
828,1131,30,3,155,3,0,1173,1,3,178,3,5,1
2636,1131,22,3,82,12,0,1173,1,3,532,3,5,1
10090,1131,23,3,155,3,0,1173,1,3,178,3,5,1
7545,1131,22,3,155,3,0,1173,1,3,178,3,5,1
6404,1131,21,3,77,12,0,1180,1,3,88,11,5,1
10281,1131,23,3,77,12,0,1173,1,3,83,11,5,1
7277,1131,18,3,194,12,0,1173,1,1,225,11,5,1
1912,1131,42,3,194,12,0,1173,1,1,88,11,5,1
7901,1131,26,3,194,12,0,1173,1,1,88,11,5,1
9966,1131,42,3,194,12,0,1173,1,1,225,11,5,1
1544,1131,16,3,194,12,0,1173,1,1,225,11,5,1
8632,1131,16,3,194,12,0,1173,1,1,225,11,5,1
2462,1131,18,3,194,12,0,1173,1,1,225,11,5,1
3886,1130,20,3,193,12,0,1172,1,3,224,11,5,1
2608,1130,3,3,77,12,0,1172,1,1,83,11,5,1
7484,1130,17,3,193,12,0,1172,1,1,225,11,5,1
1132,1130,31,3,77,12,0,1172,1,1,83,11,5,1
9481,1130,29,3,193,12,0,1172,1,1,225,11,5,1
2717,1130,24,3,77,12,0,1172,1,3,532,3,5,1
2931,1130,71,3,77,12,0,1172,1,1,83,11,5,1
9683,1130,25,3,194,12,0,1178,1,3,225,11,5,1
10851,1130,18,3,77,12,0,1172,1,3,225,11,5,1
1954,1129,23,3,77,12,0,1171,1,3,83,11,5,1
1974,1129,20,3,77,12,0,1171,1,3,83,11,5,1
4078,1129,24,3,77,12,0,1171,1,3,83,11,5,1
10172,1129,22,3,77,12,0,1171,1,3,83,11,5,1
5327,1129,21,1,77,12,0,1171,1,1,439,6,5,2
3169,1129,25,3,77,12,0,1171,1,1,83,11,5,1
5282,1129,22,3,77,12,0,1171,1,1,83,11,5,1
7434,1129,23,3,77,12,0,1171,1,3,88,11,5,1
9687,1128,21,3,234,10,0,1170,1,3,272,9,5,1
7580,1128,21,3,234,10,0,1170,1,3,272,9,5,1
10954,1128,18,3,234,10,0,1170,1,3,272,9,5,1
7930,1127,16,3,468,17,2,1169,1,3,556,16,5,1
3084,1127,27,3,468,17,2,1169,1,3,556,16,5,1
1582,1127,28,3,493,8,2,1169,1,1,578,7,5,1
5343,1126,27,3,0,10,0,1168,1,3,272,9,5,1
1674,1126,17,3,0,10,0,1168,1,1,59,9,5,1
9879,1126,34,3,77,12,0,1168,1,1,225,11,5,1
4240,1125,17,3,77,12,0,1167,1,1,83,11,5,1
8225,1125,64,3,77,12,0,1169,0,1,83,11,5,1
8826,1125,22,3,77,12,0,1167,1,3,83,11,5,1
4978,1125,31,3,77,12,0,1167,1,1,83,11,5,1
9008,1125,38,3,77,12,0,1167,1,3,83,11,5,1
6768,1125,18,3,77,12,0,1167,1,1,83,11,5,1
5160,1125,35,3,77,12,0,1167,1,3,83,11,5,1
900,1125,31,3,77,12,0,1167,1,3,83,11,5,1
6365,1124,22,3,389,17,2,1166,1,1,468,16,5,1
2614,1123,48,3,234,10,0,1165,1,1,272,9,5,1
3434,1122,28,3,194,12,0,1164,1,1,225,11,5,1
2343,1122,26,3,330,14,0,1164,1,3,397,13,5,1
7212,1122,21,3,330,14,0,1164,1,3,397,13,5,1
1201,1121,17,3,316,8,2,1163,1,3,379,7,5,1
3743,1121,24,3,316,8,2,1163,1,1,379,7,5,1
3327,1121,21,3,281,11,2,1163,1,1,156,10,5,1
10912,1121,20,3,194,12,0,1163,1,3,225,11,5,1
464,1121,24,3,281,11,2,1163,1,1,156,10,5,1
9257,1120,19,3,194,12,0,1162,1,3,225,11,5,1
3157,1120,33,3,194,12,0,1162,1,3,225,11,5,1
9977,1120,30,3,194,12,0,1162,1,3,225,11,5,1
